Name	Type	Length	%GC	Description 	    
ampH	N	1158	53.54	AE014613_2559577_2560734 [CDS]	Salmonella enterica subsp. enterica serovar
t2490	N	624	42.47	AE014613_2560779_2561402 [CDS]	Salmonella enterica subsp. enterica serovar
t2491	N	2886	45.25	AE014613_2561488_2564373 [CDS]	Salmonella enterica subsp. enterica serovar
hemB	N	975	55.18	AE014613_2564886_2565860 [CDS]	Salmonella enterica subsp. enterica serovar
prpE	N	1887	58.66	AE014613_2565964_2567850 [CDS]	Salmonella enterica subsp. enterica serovar
prpD	N	1452	56.75	AE014613_2567891_2569342 [CDS]	Salmonella enterica subsp. enterica serovar
prpC	N	1170	55.38	AE014613_2569380_2570549 [CDS]	Salmonella enterica subsp. enterica serovar
prpB	N	888	58.78	AE014613_2570672_2571559 [CDS]	Salmonella enterica subsp. enterica serovar
prpR	N	1626	55.54	AE014613_2571825_2573450 [CDS]	Salmonella enterica subsp. enterica serovar
t2498	N	276	44.20	AE014613_2573586_2573861 [CDS]	Salmonella enterica subsp. enterica serovar
t2499	N	633	54.03	AE014613_2574093_2574725 [CDS]	Salmonella enterica subsp. enterica serovar
foxA	N	2091	52.75	AE014613_2574766_2576856 [CDS]	Salmonella enterica subsp. enterica serovar
t2501	N	1005	58.21	AE014613_2577020_2578024 [CDS]	Salmonella enterica subsp. enterica serovar
t2502	N	225	56.89	AE014613_2578120_2578344 [CDS]	Salmonella enterica subsp. enterica serovar
t2503	N	1011	55.00	AE014613_2578361_2579371 [CDS]	Salmonella enterica subsp. enterica serovar
t2504	N	1404	55.13	AE014613_2579368_2580771 [CDS]	Salmonella enterica subsp. enterica serovar
t2505	N	102	50.00	AE014613_2580886_2580987 [CDS]	Salmonella enterica subsp. enterica serovar
mod	N	1959	46.66	AE014613_2584244_2586202 [CDS]	Salmonella enterica subsp. enterica serovar
t2508	N	1254	54.07	AE014613_2586391_2587644 [CDS]	Salmonella enterica subsp. enterica serovar
t2509	N	156	32.69	AE014613_2587736_2587891 [CDS]	Salmonella enterica subsp. enterica serovar
t2510	N	468	57.26	AE014613_2587837_2588304 [CDS]	Salmonella enterica subsp. enterica serovar
t2512	N	360	49.44	AE014613_2588886_2589245 [CDS]	Salmonella enterica subsp. enterica serovar
t2513	N	225	35.56	AE014613_2589303_2589527 [CDS]	Salmonella enterica subsp. enterica serovar
t2514	N	528	40.72	AE014613_2589538_2590065 [CDS]	Salmonella enterica subsp. enterica serovar
t2515	N	525	41.33	AE014613_2590325_2590849 [CDS]	Salmonella enterica subsp. enterica serovar
t2516	N	549	40.07	AE014613_2591190_2591738 [CDS]	Salmonella enterica subsp. enterica serovar
t2517	N	744	39.52	AE014613_2591711_2592454 [CDS]	Salmonella enterica subsp. enterica serovar
t2518	N	1575	48.25	AE014613_2592554_2594128 [CDS]	Salmonella enterica subsp. enterica serovar
t2519	N	330	39.39	AE014613_2594440_2594769 [CDS]	Salmonella enterica subsp. enterica serovar
t2520	N	735	36.05	AE014613_2594914_2595648 [CDS]	Salmonella enterica subsp. enterica serovar
stbA	N	537	47.86	AE014613_2596311_2596847 [CDS]	Salmonella enterica subsp. enterica serovar
stbB	N	762	44.88	AE014613_2596909_2597670 [CDS]	Salmonella enterica subsp. enterica serovar
stbD	N	1326	52.04	AE014613_2600220_2601545 [CDS]	Salmonella enterica subsp. enterica serovar
stbE	N	759	46.90	AE014613_2601511_2602269 [CDS]	Salmonella enterica subsp. enterica serovar
t2526	N	399	35.59	AE014613_2602317_2602715 [CDS]	Salmonella enterica subsp. enterica serovar
proA	N	1251	56.04	AE014613_2603130_2604380 [CDS]	Salmonella enterica subsp. enterica serovar
proB	N	1104	56.25	AE014613_2604392_2605495 [CDS]	Salmonella enterica subsp. enterica serovar
phoE	N	1053	47.01	AE014613_2605778_2606830 [CDS]	Salmonella enterica subsp. enterica serovar
crl	N	402	50.25	AE014613_2606881_2607282 [CDS]	Salmonella enterica subsp. enterica serovar
yafA	N	1245	54.78	AE014613_2607340_2608584 [CDS]	Salmonella enterica subsp. enterica serovar
gpt	N	459	52.94	AE014613_2608673_2609131 [CDS]	Salmonella enterica subsp. enterica serovar
pepD	N	1458	53.36	AE014613_2609380_2610837 [CDS]	Salmonella enterica subsp. enterica serovar
prfH	N	615	55.61	AE014613_2610992_2611606 [CDS]	Salmonella enterica subsp. enterica serovar
t2536	N	1140	57.02	AE014613_2611603_2612742 [CDS]	Salmonella enterica subsp. enterica serovar
dinP	N	1056	51.42	AE014613_2612961_2614016 [CDS]	Salmonella enterica subsp. enterica serovar
yafK	N	741	48.04	AE014613_2614266_2615006 [CDS]	Salmonella enterica subsp. enterica serovar
yafJ	N	768	51.17	AE014613_2614977_2615744 [CDS]	Salmonella enterica subsp. enterica serovar
gmhA	N	579	48.19	AE014613_2615908_2616486 [CDS]	Salmonella enterica subsp. enterica serovar
t2541	N	2445	56.07	AE014613_2616726_2619170 [CDS]	Salmonella enterica subsp. enterica serovar
t2542	N	768	53.78	AE014613_2619279_2620046 [CDS]	Salmonella enterica subsp. enterica serovar
t2543	N	408	46.57	AE014613_2620356_2620763 [CDS]	Salmonella enterica subsp. enterica serovar
t2544	N	720	42.92	AE014613_2621088_2621807 [CDS]	Salmonella enterica subsp. enterica serovar
t2545	N	618	34.30	AE014613_2622770_2623387 [CDS]	Salmonella enterica subsp. enterica serovar
tinR	N	456	31.58	AE014613_2623527_2623982 [CDS]	Salmonella enterica subsp. enterica serovar
tcfD	N	1080	47.41	AE014613_2624115_2625194 [CDS]	Salmonella enterica subsp. enterica serovar
tsaC	N	2688	53.57	AE014613_2625217_2627904 [CDS]	Salmonella enterica subsp. enterica serovar
tcfB	N	576	47.05	AE014613_2628013_2628588 [CDS]	Salmonella enterica subsp. enterica serovar
tcfA	N	711	48.80	AE014613_2628639_2629349 [CDS]	Salmonella enterica subsp. enterica serovar
t2553	N	114	50.88	AE014613_2631254_2631367 [CDS]	Salmonella enterica subsp. enterica serovar
sinR	N	945	39.47	AE014613_2631487_2632431 [CDS]	Salmonella enterica subsp. enterica serovar
t2556	N	822	51.34	AE014613_2633249_2634070 [CDS]	Salmonella enterica subsp. enterica serovar
safD	N	471	54.99	AE014613_2634478_2634948 [CDS]	Salmonella enterica subsp. enterica serovar
safC	N	2511	54.36	AE014613_2634970_2637480 [CDS]	Salmonella enterica subsp. enterica serovar
safB	N	741	47.91	AE014613_2637504_2638244 [CDS]	Salmonella enterica subsp. enterica serovar
safA	N	495	41.41	AE014613_2638950_2639444 [CDS]	Salmonella enterica subsp. enterica serovar
t2563	N	306	51.63	AE014613_2640957_2641262 [CDS]	Salmonella enterica subsp. enterica serovar
t2564	N	444	31.08	AE014613_2641332_2641775 [CDS]	Salmonella enterica subsp. enterica serovar
t2565	N	261	37.16	AE014613_2641777_2642037 [CDS]	Salmonella enterica subsp. enterica serovar
t2566	N	2532	62.60	AE014613_2642116_2644647 [CDS]	Salmonella enterica subsp. enterica serovar
t2567	N	294	48.30	AE014613_2644743_2645036 [CDS]	Salmonella enterica subsp. enterica serovar
t2568	N	678	28.91	AE014613_2645055_2645732 [CDS]	Salmonella enterica subsp. enterica serovar
t2569	N	4065	59.83	AE014613_2645735_2649799 [CDS]	Salmonella enterica subsp. enterica serovar
t2570	N	447	51.68	AE014613_2649818_2650264 [CDS]	Salmonella enterica subsp. enterica serovar
t2571	N	2190	56.85	AE014613_2650288_2652477 [CDS]	Salmonella enterica subsp. enterica serovar
t2572	N	108	34.26	AE014613_2652840_2652947 [CDS]	Salmonella enterica subsp. enterica serovar
t2573	N	438	50.46	AE014613_2652955_2653392 [CDS]	Salmonella enterica subsp. enterica serovar
t2574	N	417	47.96	AE014613_2653419_2653835 [CDS]	Salmonella enterica subsp. enterica serovar
t2575	N	462	39.18	AE014613_2653963_2654424 [CDS]	Salmonella enterica subsp. enterica serovar
t2576	N	471	43.52	AE014613_2654409_2654879 [CDS]	Salmonella enterica subsp. enterica serovar
t2577	N	768	66.41	AE014613_2654922_2655689 [CDS]	Salmonella enterica subsp. enterica serovar
t2579	N	495	42.63	AE014613_2659787_2660281 [CDS]	Salmonella enterica subsp. enterica serovar
t2580	N	750	41.73	AE014613_2660313_2661062 [CDS]	Salmonella enterica subsp. enterica serovar
t2581	N	1302	59.37	AE014613_2661067_2662368 [CDS]	Salmonella enterica subsp. enterica serovar
t2582	N	1344	58.11	AE014613_2662365_2663708 [CDS]	Salmonella enterica subsp. enterica serovar
t2583	N	537	52.89	AE014613_2663712_2664248 [CDS]	Salmonella enterica subsp. enterica serovar
t2584	N	486	51.65	AE014613_2664315_2664800 [CDS]	Salmonella enterica subsp. enterica serovar
t2585	N	426	48.59	AE014613_2665037_2665462 [CDS]	Salmonella enterica subsp. enterica serovar
t2586	N	402	41.29	AE014613_2665434_2665835 [CDS]	Salmonella enterica subsp. enterica serovar
t2588	N	543	55.06	AE014613_2667420_2667962 [CDS]	Salmonella enterica subsp. enterica serovar
t2589	N	291	43.30	AE014613_2668026_2668316 [CDS]	Salmonella enterica subsp. enterica serovar
t2590	N	99	45.45	AE014613_2668319_2668417 [CDS]	Salmonella enterica subsp. enterica serovar
t2591	N	2664	59.05	AE014613_2668402_2671065 [CDS]	Salmonella enterica subsp. enterica serovar
t2592	N	72	20.83	AE014613_2671353_2671424 [CDS]	Salmonella enterica subsp. enterica serovar
t2593	N	903	52.38	AE014613_2671433_2672335 [CDS]	Salmonella enterica subsp. enterica serovar
t2594	N	825	59.52	AE014613_2672322_2673146 [CDS]	Salmonella enterica subsp. enterica serovar
t2595	N	495	56.36	AE014613_2673143_2673637 [CDS]	Salmonella enterica subsp. enterica serovar
t2597	N	1884	59.71	AE014613_2673653_2675536 [CDS]	Salmonella enterica subsp. enterica serovar
t2596	N	996	60.04	AE014613_2675533_2676528 [CDS]	Salmonella enterica subsp. enterica serovar
t2598	N	423	60.99	AE014613_2676539_2676961 [CDS]	Salmonella enterica subsp. enterica serovar
t2599	N	633	61.14	AE014613_2676961_2677593 [CDS]	Salmonella enterica subsp. enterica serovar
dnaQ	N	732	51.64	AE014613_2678123_2678854 [CDS]	Salmonella enterica subsp. enterica serovar
rnhA	N	468	50.21	AE014613_2678918_2679385 [CDS]	Salmonella enterica subsp. enterica serovar
t2603	N	723	50.48	AE014613_2679382_2680104 [CDS]	Salmonella enterica subsp. enterica serovar
gloB	N	756	43.78	AE014613_2680139_2680894 [CDS]	Salmonella enterica subsp. enterica serovar
mltD	N	1368	52.12	AE014613_2680966_2682333 [CDS]	Salmonella enterica subsp. enterica serovar
yafE	N	771	52.27	AE014613_2682389_2683159 [CDS]	Salmonella enterica subsp. enterica serovar
yafD	N	780	53.33	AE014613_2683237_2684016 [CDS]	Salmonella enterica subsp. enterica serovar
t2608	N	1176	55.70	AE014613_2684169_2685344 [CDS]	Salmonella enterica subsp. enterica serovar
yafC	N	915	50.71	AE014613_2685449_2686363 [CDS]	Salmonella enterica subsp. enterica serovar
yafB	N	804	51.49	AE014613_2686384_2687187 [CDS]	Salmonella enterica subsp. enterica serovar
clpB	N	2574	53.50	AE014613_2693220_2695793 [CDS]	Salmonella enterica subsp. enterica serovar
yfiH	N	732	53.96	AE014613_2695923_2696654 [CDS]	Salmonella enterica subsp. enterica serovar
sfhB	N	981	53.41	AE014613_2696651_2697631 [CDS]	Salmonella enterica subsp. enterica serovar
t2619	N	738	52.30	AE014613_2697763_2698500 [CDS]	Salmonella enterica subsp. enterica serovar
yfiA	N	339	47.20	AE014613_2698772_2699110 [CDS]	Salmonella enterica subsp. enterica serovar
t2621	N	48	41.67	AE014613_2699214_2699261 [CDS]	Salmonella enterica subsp. enterica serovar
pheA	N	1161	53.92	AE014613_2699361_2700521 [CDS]	Salmonella enterica subsp. enterica serovar
t2623	N	909	54.02	AE014613_2700482_2701390 [CDS]	Salmonella enterica subsp. enterica serovar
tyrA	N	1122	55.35	AE014613_2701448_2702569 [CDS]	Salmonella enterica subsp. enterica serovar
aroF	N	1071	53.13	AE014613_2702579_2703649 [CDS]	Salmonella enterica subsp. enterica serovar
t2626	N	519	45.47	AE014613_2704089_2704607 [CDS]	Salmonella enterica subsp. enterica serovar
yfiN	N	1221	49.88	AE014613_2704600_2705820 [CDS]	Salmonella enterica subsp. enterica serovar
rplS	N	348	48.28	AE014613_2705977_2706324 [CDS]	Salmonella enterica subsp. enterica serovar
trmD	N	768	54.04	AE014613_2706365_2707132 [CDS]	Salmonella enterica subsp. enterica serovar
yfjA	N	549	49.91	AE014613_2707177_2707725 [CDS]	Salmonella enterica subsp. enterica serovar
rpsP	N	249	52.21	AE014613_2707744_2707992 [CDS]	Salmonella enterica subsp. enterica serovar
ffh	N	1362	54.92	AE014613_2708336_2709697 [CDS]	Salmonella enterica subsp. enterica serovar
corE	N	792	52.02	AE014613_2709863_2710654 [CDS]	Salmonella enterica subsp. enterica serovar
corB	N	1242	52.98	AE014613_2710719_2711960 [CDS]	Salmonella enterica subsp. enterica serovar
t2635	N	558	43.55	AE014613_2712081_2712638 [CDS]	Salmonella enterica subsp. enterica serovar
grpE	N	591	53.30	AE014613_2712720_2713310 [CDS]	Salmonella enterica subsp. enterica serovar
yfjB	N	879	51.08	AE014613_2713434_2714312 [CDS]	Salmonella enterica subsp. enterica serovar
recN	N	1662	54.63	AE014613_2714398_2716059 [CDS]	Salmonella enterica subsp. enterica serovar
smpA	N	339	51.62	AE014613_2716208_2716546 [CDS]	Salmonella enterica subsp. enterica serovar
t2640	N	276	53.99	AE014613_2716712_2716987 [CDS]	Salmonella enterica subsp. enterica serovar
t2641	N	477	49.48	AE014613_2716992_2717468 [CDS]	Salmonella enterica subsp. enterica serovar
smpB	N	483	49.69	AE014613_2717618_2718100 [CDS]	Salmonella enterica subsp. enterica serovar
t2643	N	10875	58.46	AE014613_2718720_2729594 [CDS]	Salmonella enterica subsp. enterica serovar
t2644	N	1410	56.95	AE014613_2729658_2731067 [CDS]	Salmonella enterica subsp. enterica serovar
t2645	N	2157	57.02	AE014613_2731064_2733220 [CDS]	Salmonella enterica subsp. enterica serovar
t2646	N	1164	53.35	AE014613_2733252_2734415 [CDS]	Salmonella enterica subsp. enterica serovar
t2647	N	1032	44.19	AE014613_2735202_2736233 [CDS]	Salmonella enterica subsp. enterica serovar
t2648	N	573	52.53	AE014613_2738152_2738724 [CDS]	Salmonella enterica subsp. enterica serovar
t2649	N	168	53.57	AE014613_2738798_2738965 [CDS]	Salmonella enterica subsp. enterica serovar
t2650	N	735	57.01	AE014613_2739295_2740029 [CDS]	Salmonella enterica subsp. enterica serovar
t2651	N	219	58.90	AE014613_2740629_2740847 [CDS]	Salmonella enterica subsp. enterica serovar
t2652	N	405	59.51	AE014613_2741030_2741434 [CDS]	Salmonella enterica subsp. enterica serovar
t2653	N	288	52.08	AE014613_2741427_2741714 [CDS]	Salmonella enterica subsp. enterica serovar
t2654	N	456	56.58	AE014613_2741707_2742162 [CDS]	Salmonella enterica subsp. enterica serovar
t2655	N	321	60.12	AE014613_2742298_2742618 [CDS]	Salmonella enterica subsp. enterica serovar
t2656	N	2334	61.05	AE014613_2742633_2744966 [CDS]	Salmonella enterica subsp. enterica serovar
t2657	N	774	40.44	AE014613_2745590_2746363 [CDS]	Salmonella enterica subsp. enterica serovar
t2658	N	189	43.39	AE014613_2746332_2746520 [CDS]	Salmonella enterica subsp. enterica serovar
t2659	N	219	44.29	AE014613_2746767_2746985 [CDS]	Salmonella enterica subsp. enterica serovar
t2660	N	1101	54.50	AE014613_2747076_2748176 [CDS]	Salmonella enterica subsp. enterica serovar
t2661	N	486	53.70	AE014613_2748173_2748658 [CDS]	Salmonella enterica subsp. enterica serovar
t2662	N	3078	57.08	AE014613_2748655_2751732 [CDS]	Salmonella enterica subsp. enterica serovar
t2663	N	120	54.17	AE014613_2751725_2751844 [CDS]	Salmonella enterica subsp. enterica serovar
t2664	N	303	53.14	AE014613_2751859_2752161 [CDS]	Salmonella enterica subsp. enterica serovar
t2665	N	516	54.65	AE014613_2752216_2752731 [CDS]	Salmonella enterica subsp. enterica serovar
t2666	N	1173	57.20	AE014613_2752741_2753913 [CDS]	Salmonella enterica subsp. enterica serovar
t2667	N	573	50.96	AE014613_2754056_2754628 [CDS]	Salmonella enterica subsp. enterica serovar
iroB	N	1116	56.00	AE014613_2755306_2756421 [CDS]	Salmonella enterica subsp. enterica serovar
iroC	N	3657	58.93	AE014613_2756502_2760158 [CDS]	Salmonella enterica subsp. enterica serovar
iroD	N	1245	61.77	AE014613_2760268_2761512 [CDS]	Salmonella enterica subsp. enterica serovar
iroE	N	918	53.92	AE014613_2761544_2762461 [CDS]	Salmonella enterica subsp. enterica serovar
iroN	N	2181	50.85	AE014613_2762521_2764701 [CDS]	Salmonella enterica subsp. enterica serovar
t2673	N	243	47.33	AE014613_2765031_2765273 [CDS]	Salmonella enterica subsp. enterica serovar
t2674	N	1053	43.97	AE014613_2765723_2766775 [CDS]	Salmonella enterica subsp. enterica serovar
virK	N	930	44.62	AE014613_2767292_2768221 [CDS]	Salmonella enterica subsp. enterica serovar
mig-14	N	897	41.58	AE014613_2768515_2769411 [CDS]	Salmonella enterica subsp. enterica serovar
tctE	N	1416	56.14	AE014613_2771279_2772694 [CDS]	Salmonella enterica subsp. enterica serovar
tctD	N	675	54.81	AE014613_2772681_2773355 [CDS]	Salmonella enterica subsp. enterica serovar
t2680	N	120	40.83	AE014613_2773394_2773513 [CDS]	Salmonella enterica subsp. enterica serovar
t2681	N	810	55.43	AE014613_2773510_2774319 [CDS]	Salmonella enterica subsp. enterica serovar
t2682	N	432	57.87	AE014613_2774334_2774765 [CDS]	Salmonella enterica subsp. enterica serovar
t2683	N	1515	56.77	AE014613_2774776_2776290 [CDS]	Salmonella enterica subsp. enterica serovar
t2684	N	987	54.31	AE014613_2776584_2777570 [CDS]	Salmonella enterica subsp. enterica serovar
ygaF	N	1269	59.34	AE014613_2777596_2778864 [CDS]	Salmonella enterica subsp. enterica serovar
gabD	N	1449	57.63	AE014613_2778886_2780334 [CDS]	Salmonella enterica subsp. enterica serovar
gabT	N	1284	57.79	AE014613_2780349_2781632 [CDS]	Salmonella enterica subsp. enterica serovar
ygaE	N	678	56.49	AE014613_2783204_2783881 [CDS]	Salmonella enterica subsp. enterica serovar
t2691	N	159	42.14	AE014613_2784452_2784610 [CDS]	Salmonella enterica subsp. enterica serovar
t2692	N	300	51.00	AE014613_2784793_2785092 [CDS]	Salmonella enterica subsp. enterica serovar
t2693	N	528	55.87	AE014613_2785102_2785629 [CDS]	Salmonella enterica subsp. enterica serovar
t2694	N	126	50.79	AE014613_2785763_2785888 [CDS]	Salmonella enterica subsp. enterica serovar
stpA	N	402	46.02	AE014613_2785978_2786379 [CDS]	Salmonella enterica subsp. enterica serovar
t2696	N	450	50.00	AE014613_2787078_2787527 [CDS]	Salmonella enterica subsp. enterica serovar
ygaC	N	351	49.86	AE014613_2787562_2787912 [CDS]	Salmonella enterica subsp. enterica serovar
t2698	N	327	55.05	AE014613_2788074_2788400 [CDS]	Salmonella enterica subsp. enterica serovar
t2700	N	432	51.62	AE014613_2789907_2790338 [CDS]	Salmonella enterica subsp. enterica serovar
t2701	N	177	54.24	AE014613_2790335_2790511 [CDS]	Salmonella enterica subsp. enterica serovar
nrdH	N	246	56.10	AE014613_2790610_2790855 [CDS]	Salmonella enterica subsp. enterica serovar
nrdI	N	411	57.42	AE014613_2790852_2791262 [CDS]	Salmonella enterica subsp. enterica serovar
nrdE	N	2145	53.80	AE014613_2791235_2793379 [CDS]	Salmonella enterica subsp. enterica serovar
nrdF	N	960	49.69	AE014613_2793390_2794349 [CDS]	Salmonella enterica subsp. enterica serovar
proW	N	1065	59.62	AE014613_2795898_2796962 [CDS]	Salmonella enterica subsp. enterica serovar
proX	N	996	53.51	AE014613_2797032_2798027 [CDS]	Salmonella enterica subsp. enterica serovar
t2709	N	1185	59.24	AE014613_2798192_2799376 [CDS]	Salmonella enterica subsp. enterica serovar
emrR	N	531	48.78	AE014613_2799873_2800403 [CDS]	Salmonella enterica subsp. enterica serovar
emrA	N	1173	54.65	AE014613_2800530_2801702 [CDS]	Salmonella enterica subsp. enterica serovar
emrB	N	1539	56.99	AE014613_2801719_2803257 [CDS]	Salmonella enterica subsp. enterica serovar
t2713	N	1371	47.41	AE014613_2803306_2804676 [CDS]	Salmonella enterica subsp. enterica serovar
luxS	N	516	53.10	AE014613_2805022_2805537 [CDS]	Salmonella enterica subsp. enterica serovar
gshA	N	1557	51.83	AE014613_2805687_2807243 [CDS]	Salmonella enterica subsp. enterica serovar
t2716	N	426	53.52	AE014613_2807320_2807745 [CDS]	Salmonella enterica subsp. enterica serovar
t2717	N	567	56.26	AE014613_2807742_2808308 [CDS]	Salmonella enterica subsp. enterica serovar
t2718	N	120	53.33	AE014613_2808678_2808797 [CDS]	Salmonella enterica subsp. enterica serovar
t2720	N	120	54.17	AE014613_2808951_2809070 [CDS]	Salmonella enterica subsp. enterica serovar
t2722	N	120	53.33	AE014613_2809090_2809209 [CDS]	Salmonella enterica subsp. enterica serovar
t2724	N	258	56.59	AE014613_2809229_2809486 [CDS]	Salmonella enterica subsp. enterica serovar
csrA	N	186	51.08	AE014613_2809707_2809892 [CDS]	Salmonella enterica subsp. enterica serovar
alaS	N	2631	55.11	AE014613_2810127_2812757 [CDS]	Salmonella enterica subsp. enterica serovar
oraA	N	501	52.30	AE014613_2812993_2813493 [CDS]	Salmonella enterica subsp. enterica serovar
recA	N	1062	54.43	AE014613_2813610_2814671 [CDS]	Salmonella enterica subsp. enterica serovar
ygaD	N	498	58.84	AE014613_2814756_2815253 [CDS]	Salmonella enterica subsp. enterica serovar
mltB	N	1080	55.93	AE014613_2815719_2816798 [CDS]	Salmonella enterica subsp. enterica serovar
srlA	N	564	51.24	AE014613_2817053_2817616 [CDS]	Salmonella enterica subsp. enterica serovar
srlE	N	972	57.72	AE014613_2817613_2818584 [CDS]	Salmonella enterica subsp. enterica serovar
srlB	N	363	58.68	AE014613_2818596_2818958 [CDS]	Salmonella enterica subsp. enterica serovar
srlD	N	780	55.13	AE014613_2818970_2819749 [CDS]	Salmonella enterica subsp. enterica serovar
srlM	N	360	54.17	AE014613_2819826_2820185 [CDS]	Salmonella enterica subsp. enterica serovar
t2738	N	114	53.51	AE014613_2820252_2820365 [CDS]	Salmonella enterica subsp. enterica serovar
srlR	N	774	49.87	AE014613_2820384_2821157 [CDS]	Salmonella enterica subsp. enterica serovar
gutQ	N	966	56.94	AE014613_2821150_2822115 [CDS]	Salmonella enterica subsp. enterica serovar
ygaA	N	1521	59.43	AE014613_2822112_2823632 [CDS]	Salmonella enterica subsp. enterica serovar
t2742	N	1440	53.61	AE014613_2823818_2825257 [CDS]	Salmonella enterica subsp. enterica serovar
t2743	N	1134	56.53	AE014613_2825254_2826387 [CDS]	Salmonella enterica subsp. enterica serovar
hypf	N	2241	60.24	AE014613_2826484_2828724 [CDS]	Salmonella enterica subsp. enterica serovar
hydN	N	546	55.86	AE014613_2828870_2829415 [CDS]	Salmonella enterica subsp. enterica serovar
t2746	N	780	52.82	AE014613_2829616_2830395 [CDS]	Salmonella enterica subsp. enterica serovar
hycI	N	471	56.26	AE014613_2830452_2830922 [CDS]	Salmonella enterica subsp. enterica serovar
hycH	N	411	57.42	AE014613_2830915_2831325 [CDS]	Salmonella enterica subsp. enterica serovar
hycG	N	768	59.11	AE014613_2831322_2832089 [CDS]	Salmonella enterica subsp. enterica serovar
hycF	N	543	56.17	AE014613_2832089_2832631 [CDS]	Salmonella enterica subsp. enterica serovar
hycE	N	1710	57.43	AE014613_2832641_2834350 [CDS]	Salmonella enterica subsp. enterica serovar
hycD	N	924	58.23	AE014613_2834368_2835291 [CDS]	Salmonella enterica subsp. enterica serovar
hycC	N	1827	61.30	AE014613_2835294_2837120 [CDS]	Salmonella enterica subsp. enterica serovar
hycB	N	609	58.29	AE014613_2837120_2837728 [CDS]	Salmonella enterica subsp. enterica serovar
hycA	N	462	51.08	AE014613_2837874_2838335 [CDS]	Salmonella enterica subsp. enterica serovar
hypA	N	357	48.18	AE014613_2838545_2838901 [CDS]	Salmonella enterica subsp. enterica serovar
hypB	N	873	57.85	AE014613_2838971_2839843 [CDS]	Salmonella enterica subsp. enterica serovar
hypC	N	273	55.31	AE014613_2839834_2840106 [CDS]	Salmonella enterica subsp. enterica serovar
hypD	N	1122	58.20	AE014613_2840106_2841227 [CDS]	Salmonella enterica subsp. enterica serovar
hypE	N	969	59.13	AE014613_2841266_2842234 [CDS]	Salmonella enterica subsp. enterica serovar
fhlA	N	2079	54.74	AE014613_2842453_2844531 [CDS]	Salmonella enterica subsp. enterica serovar
ygbA	N	345	53.62	AE014613_2844593_2844937 [CDS]	Salmonella enterica subsp. enterica serovar
sitA	N	918	53.81	AE014613_2845119_2846036 [CDS]	Salmonella enterica subsp. enterica serovar
sitB	N	822	54.01	AE014613_2846033_2846854 [CDS]	Salmonella enterica subsp. enterica serovar
sitC	N	861	54.82	AE014613_2846851_2847711 [CDS]	Salmonella enterica subsp. enterica serovar
sitD	N	849	50.77	AE014613_2847702_2848550 [CDS]	Salmonella enterica subsp. enterica serovar
t2767	N	210	38.57	AE014613_2848522_2848731 [CDS]	Salmonella enterica subsp. enterica serovar
sprB	N	756	45.11	AE014613_2848827_2849582 [CDS]	Salmonella enterica subsp. enterica serovar
sprA	N	888	36.37	AE014613_2849967_2850854 [CDS]	Salmonella enterica subsp. enterica serovar
t2770	N	453	45.47	AE014613_2851200_2851652 [CDS]	Salmonella enterica subsp. enterica serovar
orgA	N	672	44.94	AE014613_2851668_2852339 [CDS]	Salmonella enterica subsp. enterica serovar
orgA	N	579	48.01	AE014613_2852296_2852874 [CDS]	Salmonella enterica subsp. enterica serovar
prgK	N	759	45.98	AE014613_2852867_2853625 [CDS]	Salmonella enterica subsp. enterica serovar
prgJ	N	306	47.39	AE014613_2853622_2853927 [CDS]	Salmonella enterica subsp. enterica serovar
prgI	N	243	44.44	AE014613_2853946_2854188 [CDS]	Salmonella enterica subsp. enterica serovar
prgH	N	1179	49.45	AE014613_2854213_2855391 [CDS]	Salmonella enterica subsp. enterica serovar
t2777	N	930	40.32	AE014613_2855707_2856636 [CDS]	Salmonella enterica subsp. enterica serovar
iagA	N	1662	43.02	AE014613_2857723_2859384 [CDS]	Salmonella enterica subsp. enterica serovar
iagB	N	483	40.79	AE014613_2859402_2859884 [CDS]	Salmonella enterica subsp. enterica serovar
stpA	N	1632	43.63	AE014613_2859938_2861569 [CDS]	Salmonella enterica subsp. enterica serovar
sicP	N	351	38.75	AE014613_2861556_2861906 [CDS]	Salmonella enterica subsp. enterica serovar
t2782	N	261	39.46	AE014613_2861975_2862235 [CDS]	Salmonella enterica subsp. enterica serovar
/note="doubtful	N	249	38.15	CDS found	within S. typhi pathogenicity AE014613_2862279_2862527
sipF	N	2058	47.86	AE014613_2862546_2864603 [CDS]	Salmonella enterica subsp. enterica serovar
sipA	N	1023	46.92	AE014613_2864622_2865644 [CDS]	Salmonella enterica subsp. enterica serovar
sipD	N	1230	47.48	AE014613_2865714_2866943 [CDS]	Salmonella enterica subsp. enterica serovar
sipC	N	1782	52.30	AE014613_2866971_2868752 [CDS]	Salmonella enterica subsp. enterica serovar
sipB	N	498	42.97	AE014613_2868755_2869252 [CDS]	Salmonella enterica subsp. enterica serovar
spaT	N	1071	43.14	AE014613_2869390_2870460 [CDS]	Salmonella enterica subsp. enterica serovar
spaS	N	792	49.75	AE014613_2870447_2871238 [CDS]	Salmonella enterica subsp. enterica serovar
spaR	N	261	46.74	AE014613_2871242_2871502 [CDS]	Salmonella enterica subsp. enterica serovar
spaQ	N	675	41.48	AE014613_2871528_2872202 [CDS]	Salmonella enterica subsp. enterica serovar
